split,motion_id,line_index,caption,tokens,f_tag,to_tag,style_groups,matched_keywords,text_path
train,011656,2,this person walks with a limp as if he is hurt.,this/DET person/NOUN walk/VERB with/ADP a/DET limp/NOUN as/SCONJ if/SCONJ he/PRON is/AUX hurt/VERB,0.0,0.0,Heavy awkward,limp,D:\roboticsreport\HumanML3D\data\train-00002-of-00007.parquet
train,011658,0,the person is walking then jump and continues to walk,the/DET person/NOUN is/AUX walk/VERB then/ADV jump/NOUN and/CCONJ continue/VERB to/PART walk/VERB,0.0,0.0,Energetic dynamic,jump,D:\roboticsreport\HumanML3D\data\train-00002-of-00007.parquet
train,011669,2,a person does the dab dance by bringing their head into their elbow.,a/DET person/NOUN does/AUX the/DET dab/ADJ dance/NOUN by/ADP bring/VERB their/DET head/NOUN into/ADP their/DET elbow/NOUN,0.0,0.0,Dance expressive,dance,D:\roboticsreport\HumanML3D\data\train-00002-of-00007.parquet
train,011680,0,a man salsa dancing alone.,a/DET man/NOUN salsa/NOUN dancing/NOUN alone/ADV,0.0,0.0,Dance expressive,dancing,D:\roboticsreport\HumanML3D\data\train-00002-of-00007.parquet
train,011695,0,a person moves their right leg up in a slow kick.,a/DET person/NOUN move/VERB their/DET right/ADJ leg/NOUN up/ADP in/ADP a/DET slow/ADJ kick/NOUN,0.0,0.0,Controlled motion,slow,D:\roboticsreport\HumanML3D\data\train-00002-of-00007.parquet
train,011697,0,the person took one jump down.,the/DET person/NOUN take/VERB one/NUM jump/NOUN down/ADP,0.0,0.0,Energetic dynamic,jump,D:\roboticsreport\HumanML3D\data\train-00002-of-00007.parquet
train,011697,1,a person makes a big jump forward,a/DET person/NOUN make/VERB a/DET big/ADJ jump/NOUN forward/ADV,0.0,10.0,Energetic dynamic,jump,D:\roboticsreport\HumanML3D\data\train-00002-of-00007.parquet
train,011708,0,the person is dancing the waltz.,the/DET person/NOUN is/AUX dance/VERB the/DET waltz/NOUN,0.0,0.0,Dance expressive,dancing,D:\roboticsreport\HumanML3D\data\train-00002-of-00007.parquet
train,011708,2,person is practicing dancing with a partner,person/NOUN is/AUX practice/VERB dance/VERB with/ADP a/DET partner/NOUN,0.0,0.0,Dance expressive,dancing,D:\roboticsreport\HumanML3D\data\train-00002-of-00007.parquet
train,011713,1,"a man squats slightly, does a forward jump with both feet, walks backwards to the starting point, and touches his left ear with his left hand.",a/DET man/NOUN squat/VERB slightly/ADV does/AUX a/DET forward/ADJ jump/NOUN with/ADP both/DET foot/NOUN walk/VERB backwards/ADV to/ADP the/DET starting/NOUN point/NOUN and/CCONJ touch/VERB his/DET left/ADJ ear/NOUN with/ADP his/DET left/ADJ hand/NOUN,0.0,0.0,Energetic dynamic,jump,D:\roboticsreport\HumanML3D\data\train-00002-of-00007.parquet
train,011721,0,a person does crazy break dancing.,a/DET person/NOUN does/AUX crazy/ADJ break/VERB dancing/NOUN,0.0,0.0,Dance expressive,dancing,D:\roboticsreport\HumanML3D\data\train-00002-of-00007.parquet
train,011723,2,slow walking velocity in a line to a quick burst of speed. unit during circle,slow/ADJ walking/NOUN velocity/NOUN in/ADP a/DET line/NOUN to/ADP a/DET quick/ADJ burst/NOUN of/ADP speed/NOUN unit/NOUN during/ADP circle/PROPN,0.0,0.0,Controlled motion|Energetic dynamic,quick;slow,D:\roboticsreport\HumanML3D\data\train-00002-of-00007.parquet
train,011746,1,a person stepping forward and backwards in form of dancing.,a/DET person/NOUN step/VERB forward/ADV and/CCONJ backwards/ADV in/ADP form/NOUN of/ADP dancing/NOUN,0.0,0.0,Dance expressive,dancing,D:\roboticsreport\HumanML3D\data\train-00002-of-00007.parquet
train,011752,0,run forward pivot run backward diagnally,run/VERB forward/ADV pivot/NOUN run/NOUN backward/ADV diagnally/ADV,0.0,0.0,Energetic dynamic,run,D:\roboticsreport\HumanML3D\data\train-00002-of-00007.parquet
train,011760,2,the guys takes 3 quick hops simultaneously.,the/DET guy/NOUN take/VERB quick/ADJ hop/NOUN simultaneously/ADV,0.0,0.0,Energetic dynamic,quick,D:\roboticsreport\HumanML3D\data\train-00002-of-00007.parquet
train,011770,0,person walks very slow to front,person/NOUN walk/VERB very/ADV slow/ADJ to/PART front/VERB,0.0,0.0,Controlled motion,slow,D:\roboticsreport\HumanML3D\data\train-00002-of-00007.parquet
train,011781,1,he did one jump backwards.,he/PRON did/AUX one/NUM jump/VERB backwards/ADV,0.0,0.0,Energetic dynamic,jump,D:\roboticsreport\HumanML3D\data\train-00002-of-00007.parquet
train,011781,2,the person jump backwards one step.,the/DET person/NOUN jump/VERB backwards/ADV one/NUM step/NOUN,0.0,0.0,Energetic dynamic,jump,D:\roboticsreport\HumanML3D\data\train-00002-of-00007.parquet
train,011784,1,a person is punching with both hands in slow motion.,a/DET person/NOUN is/AUX punch/VERB with/ADP both/DET hand/NOUN in/ADP slow/ADJ motion/NOUN,0.0,0.0,Controlled motion,slow,D:\roboticsreport\HumanML3D\data\train-00002-of-00007.parquet
train,011803,1,a person gets a jump head start and kicks their right leg off to the side.,a/DET person/NOUN get/VERB a/DET jump/NOUN head/NOUN start/NOUN and/CCONJ kick/VERB their/DET right/ADJ leg/NOUN off/ADP to/ADP the/DET side/NOUN,0.0,0.0,Energetic dynamic,jump,D:\roboticsreport\HumanML3D\data\train-00002-of-00007.parquet
train,011810,2,a person sprints forwards fast.,a/DET person/NOUN sprint/NOUN forwards/ADV fast/ADV,0.0,0.0,Energetic dynamic,fast,D:\roboticsreport\HumanML3D\data\train-00002-of-00007.parquet
train,011830,1,a pwerson walks forward fast.,a/DET pwerson/NOUN walk/VERB forward/ADV fast/ADV,0.0,0.0,Energetic dynamic,fast,D:\roboticsreport\HumanML3D\data\train-00002-of-00007.parquet
train,011866,1,a person walks forward very slow;y.,a/DET person/NOUN walk/VERB forward/ADV very/ADV,0.0,0.0,Controlled motion,slow,D:\roboticsreport\HumanML3D\data\train-00002-of-00007.parquet
train,011879,0,a person does a short quick punching motion,a/DET person/NOUN does/AUX a/DET short/ADJ quick/ADJ punching/NOUN motion/NOUN,0.0,0.0,Energetic dynamic,quick,D:\roboticsreport\HumanML3D\data\train-00002-of-00007.parquet
train,011881,1,a person strafing from right to left and then starts to walk in a steady posture,a/DET person/NOUN strafe/VERB from/ADP right/NOUN to/ADP left/VERB and/CCONJ then/ADV start/VERB to/PART walk/VERB in/ADP a/DET steady/ADJ posture/NOUN,0.0,0.0,Controlled motion,steady,D:\roboticsreport\HumanML3D\data\train-00002-of-00007.parquet
train,011883,1,a person is doing the chicken dance; two reps.,a/DET person/NOUN is/AUX do/VERB the/DET chicken/NOUN dance/NOUN two/NUM rep/NOUN,0.0,0.0,Dance expressive,dance,D:\roboticsreport\HumanML3D\data\train-00002-of-00007.parquet
train,011883,2,the person is doing the chicken dance.,the/DET person/NOUN is/AUX do/VERB the/DET chicken/NOUN dance/NOUN,0.0,0.0,Dance expressive,dance,D:\roboticsreport\HumanML3D\data\train-00002-of-00007.parquet
train,011884,1,"a person uses his left arm to touch his head, dances backwards into small counter-clockwise circle and uses his hands to spin someone.",a/DET person/NOUN use/VERB his/DET left/ADJ arm/NOUN to/PART touch/VERB his/DET head/NOUN dance/VERB backwards/ADV into/ADP small/ADJ counterclockwise/PROPN circle/NOUN and/CCONJ use/VERB his/DET hand/NOUN to/PART spin/VERB someone/PRON,0.0,0.0,Dance expressive,spin,D:\roboticsreport\HumanML3D\data\train-00002-of-00007.parquet
train,011884,2,a man is salsa dancing with someone.,a/DET man/NOUN is/AUX salsa/PROPN dancing/NOUN with/ADP someone/PRON,0.0,0.0,Dance expressive,dancing,D:\roboticsreport\HumanML3D\data\train-00002-of-00007.parquet
train,011885,0,a person is walking forward fast.,a/DET person/NOUN is/AUX walk/VERB forward/ADV fast/ADV,0.0,0.0,Energetic dynamic,fast,D:\roboticsreport\HumanML3D\data\train-00002-of-00007.parquet
train,011896,2,person is doing different dance moves,person/NOUN is/AUX do/VERB different/ADJ dance/NOUN move/NOUN,0.0,0.0,Dance expressive,dance,D:\roboticsreport\HumanML3D\data\train-00002-of-00007.parquet
train,011920,0,a person is doing a salsa dance.,a/DET person/NOUN is/AUX do/VERB a/DET salsa/NOUN dance/NOUN,0.0,0.0,Dance expressive,dance,D:\roboticsreport\HumanML3D\data\train-00002-of-00007.parquet
train,011920,1,a person is dancing the salsa.,a/DET person/NOUN is/AUX dance/VERB the/DET salsa/NOUN,0.0,0.0,Dance expressive,dancing,D:\roboticsreport\HumanML3D\data\train-00002-of-00007.parquet
train,011920,2,"a person takes several steps forward, then backward, in a rhythmic motion",a/DET person/NOUN take/VERB several/ADJ step/NOUN forward/ADV then/ADV backward/ADV in/ADP a/DET rhythmic/ADJ motion/NOUN,0.0,0.0,Dance expressive,rhythmic,D:\roboticsreport\HumanML3D\data\train-00002-of-00007.parquet
train,011921,0,a person walks on a treadmill at a fast pace.,a/DET person/NOUN walk/VERB on/ADP a/DET treadmill/NOUN at/ADP a/DET fast/ADJ pace/NOUN,0.0,0.0,Energetic dynamic,fast,D:\roboticsreport\HumanML3D\data\train-00002-of-00007.parquet
train,011934,0,shaking the hands like dancing.,shake/VERB the/DET hand/NOUN like/SCONJ dance/VERB,0.0,0.0,Dance expressive,dancing,D:\roboticsreport\HumanML3D\data\train-00002-of-00007.parquet
train,011942,1,a person walks down something fast.,a/DET person/NOUN walk/VERB down/ADV something/PRON fast/ADV,0.0,0.0,Energetic dynamic,fast,D:\roboticsreport\HumanML3D\data\train-00002-of-00007.parquet
train,011959,2,person does a slight jump while arms stay in place,person/NOUN does/AUX a/DET slight/ADJ jump/NOUN while/SCONJ arm/NOUN stay/VERB in/ADP place/NOUN,0.0,0.0,Energetic dynamic,jump,D:\roboticsreport\HumanML3D\data\train-00002-of-00007.parquet
train,011973,0,"the person takes a small step to the side, they then take a step back, pivots and turns like a dance, takes a step forward, then pivots and turns like a dance to step backwards, then pivots and and turns like a dance to take a step forward, then pivots and turns to take a step backwards. all while taking these steps, the arms are in a neutral position.",the/DET person/NOUN take/VERB a/DET small/ADJ step/NOUN to/ADP the/DET side/NOUN they/PRON then/ADV take/VERB a/DET step/NOUN back/ADV pivot/NOUN and/CCONJ turn/VERB like/SCONJ a/DET dance/NOUN take/VERB a/DET step/NOUN forward/ADV then/ADV pivot/NOUN and/CCONJ turn/VERB like/SCONJ a/DET dance/NOUN to/PART step/VERB backwards/ADV then/ADV pivot/NOUN and/CCONJ and/CCONJ turn/VERB like/SCONJ a/DET dance/NOUN to/PART take/VERB a/DET step/NOUN forward/ADV then/ADV pivot/NOUN and/CCONJ turn/VERB to/PART take/VERB a/DET step/NOUN backwards/ADV all/DET while/SCONJ take/VERB these/DET step/NOUN the/DET arm/NOUN are/AUX in/ADP a/DET neutral/ADJ position/NOUN,0.0,0.0,Dance expressive,dance,D:\roboticsreport\HumanML3D\data\train-00002-of-00007.parquet
train,011983,2,a person walks down a ramp with a slight limp on the red colored leg. it seems the person is dodging a pothole or similar item by stepping over it. the arms swing back and forth like a natural way of a human.,a/DET person/NOUN walk/VERB down/ADP a/DET ramp/NOUN with/ADP a/DET slight/ADJ limp/NOUN on/ADP the/DET red/ADJ colored/ADJ leg/NOUN it/PRON seem/VERB the/DET person/NOUN is/AUX dodge/VERB a/DET pothole/NOUN or/CCONJ similar/ADJ item/NOUN by/ADP step/VERB over/ADP it/PRON the/DET arm/NOUN swing/VERB back/ADV and/CCONJ forth/ADV like/SCONJ a/DET natural/ADJ way/NOUN of/ADP a/DET human/NOUN,0.0,0.0,Heavy awkward,limp,D:\roboticsreport\HumanML3D\data\train-00002-of-00007.parquet
train,011999,0,the man runs very fast,the/DET man/NOUN run/VERB very/ADV fast/ADV,0.0,0.0,Energetic dynamic,fast,D:\roboticsreport\HumanML3D\data\train-00002-of-00007.parquet
train,012012,0,the person is walking very fast around in a circle.,the/DET person/NOUN is/AUX walk/VERB very/ADV fast/ADV around/ADV in/ADP a/DET circle/NOUN,0.0,0.0,Energetic dynamic,fast,D:\roboticsreport\HumanML3D\data\train-00002-of-00007.parquet
train,012036,0,dancing forward and with moving of hands and legs.,dance/VERB forward/ADV and/CCONJ with/ADP move/VERB of/ADP hand/NOUN and/CCONJ leg/NOUN,0.0,0.0,Dance expressive,dancing,D:\roboticsreport\HumanML3D\data\train-00002-of-00007.parquet
train,012036,1,a person appears to be doing a dance.,a/DET person/NOUN appear/VERB to/PART be/AUX do/VERB a/DET dance/NOUN,0.0,0.0,Dance expressive,dance,D:\roboticsreport\HumanML3D\data\train-00002-of-00007.parquet
train,012038,0,the man raises his hands and waves then fast in the air.,the/DET man/NOUN raise/VERB his/DET hand/NOUN and/CCONJ wave/NOUN then/ADV fast/VERB in/ADP the/DET air/NOUN,0.0,0.0,Energetic dynamic,fast,D:\roboticsreport\HumanML3D\data\train-00002-of-00007.parquet
train,012039,0,the person is doing quick jumps up and down.,the/DET person/NOUN is/AUX do/VERB quick/ADJ jump/NOUN up/ADV and/CCONJ down/ADV,0.0,0.0,Energetic dynamic,quick,D:\roboticsreport\HumanML3D\data\train-00002-of-00007.parquet
train,012040,0,"a man walks in a slow clockwise circle, though he turns sharply to his right before the circle is complete, then turns again sharply to his left before stopping.",a/DET man/NOUN walk/VERB in/ADP a/DET slow/ADJ clockwise/NOUN circle/NOUN though/SCONJ he/PRON turn/VERB sharply/ADV to/ADP his/DET right/NOUN before/ADP the/DET circle/NOUN is/AUX complete/ADJ then/ADV turn/VERB again/ADV sharply/ADV to/ADP his/DET left/NOUN before/ADP stop/VERB,0.0,0.0,Controlled motion,slow,D:\roboticsreport\HumanML3D\data\train-00002-of-00007.parquet
train,012050,1,he takes a quick step to his right as if to avoid something coming at him!,he/PRON take/VERB a/DET quick/ADJ step/NOUN to/ADP his/DET right/NOUN as/SCONJ if/SCONJ to/PART avoid/VERB something/PRON come/VERB at/ADP him/PRON,0.0,0.0,Energetic dynamic,quick,D:\roboticsreport\HumanML3D\data\train-00002-of-00007.parquet
train,012052,2,the person did a jump and turned 90°.,the/DET person/NOUN did/AUX a/DET jump/NOUN and/CCONJ turn/VERB,0.0,0.0,Energetic dynamic,jump,D:\roboticsreport\HumanML3D\data\train-00002-of-00007.parquet
train,012055,1,"a person takes a few energetic steps forward, then positions themselves into a fighting stance.",a/DET person/NOUN take/VERB a/DET few/ADJ energetic/ADJ step/NOUN forward/ADV then/ADV position/VERB themselves/PRON into/ADP a/DET fight/VERB stance/NOUN,0.0,0.0,Energetic dynamic,energetic,D:\roboticsreport\HumanML3D\data\train-00002-of-00007.parquet
train,012058,0,a person what it seems to perform yoga or a ballet dance moves,a/DET person/NOUN what/PRON it/PRON seem/VERB to/PART perform/VERB yoga/NOUN or/CCONJ a/DET ballet/NOUN dance/NOUN move/NOUN,0.0,0.0,Dance expressive,dance,D:\roboticsreport\HumanML3D\data\train-00002-of-00007.parquet
train,012086,2,a person who is standing with his arms by his sides takes three quick steps forward.,a/DET person/NOUN who/PRON is/AUX stand/VERB with/ADP his/DET arm/NOUN by/ADP his/DET side/NOUN take/VERB three/NUM quick/ADJ step/NOUN forward/ADV,0.0,0.0,Energetic dynamic,quick,D:\roboticsreport\HumanML3D\data\train-00002-of-00007.parquet
train,012091,2,"a person mimics picking up a jump rope and moves his arms back to get ready. he then jumps a total of ten times, swinging his arms forward, alternating between arms apart and arms crossed.",a/DET person/NOUN mimics/NOUN pick/VERB up/ADP a/DET jump/NOUN rope/NOUN and/CCONJ move/VERB his/DET arm/NOUN back/ADV to/PART get/AUX ready/ADJ he/PRON then/ADV jump/VERB a/DET total/NOUN of/ADP ten/NUM time/NOUN swinge/VERB his/DET arm/NOUN forward/ADV alternate/VERB between/ADP arm/NOUN apart/ADV and/CCONJ arm/NOUN cross/VERB,0.0,0.0,Energetic dynamic,jump,D:\roboticsreport\HumanML3D\data\train-00002-of-00007.parquet
train,012137,0,a person takes some slow steps forward.,a/DET person/NOUN take/VERB some/DET slow/ADJ step/NOUN forward/ADV,0.0,0.0,Controlled motion,slow,D:\roboticsreport\HumanML3D\data\train-00002-of-00007.parquet
train,012146,0,a person dance with his hands together.,a/DET person/NOUN dance/NOUN with/ADP his/DET hand/NOUN together/ADV,0.0,0.0,Dance expressive,dance,D:\roboticsreport\HumanML3D\data\train-00002-of-00007.parquet
train,012146,2,someone claps and twist in a dancing motion.,someone/PRON clap/NOUN and/CCONJ twist/NOUN in/ADP a/DET dancing/NOUN motion/NOUN,0.0,0.0,Dance expressive,dancing,D:\roboticsreport\HumanML3D\data\train-00002-of-00007.parquet
train,012186,0,a person runs on the spot in a slow tilted style.,a/DET person/NOUN run/VERB on/ADP the/DET spot/NOUN in/ADP a/DET slow/ADJ tilt/VERB style/NOUN,0.0,0.0,Controlled motion,slow,D:\roboticsreport\HumanML3D\data\train-00002-of-00007.parquet
train,012207,0,person does a small hop in place and then takes two quick steps forward,person/NOUN does/AUX a/DET small/ADJ hop/NOUN in/ADP place/NOUN and/CCONJ then/ADV take/VERB two/NUM quick/ADJ step/NOUN forward/ADV,0.0,0.0,Energetic dynamic,quick,D:\roboticsreport\HumanML3D\data\train-00002-of-00007.parquet
train,012232,1,person walks forward at a fast pace.,person/NOUN walk/VERB forward/ADV at/ADP a/DET fast/ADJ pace/NOUN,0.0,0.0,Energetic dynamic,fast,D:\roboticsreport\HumanML3D\data\train-00002-of-00007.parquet
train,012232,2,the person is walking very fast.,the/DET person/NOUN is/AUX walk/VERB very/ADV fast/ADV,0.0,0.0,Energetic dynamic,fast,D:\roboticsreport\HumanML3D\data\train-00002-of-00007.parquet
train,012272,2,the person was walking really fast.,the/DET person/NOUN was/AUX walk/VERB really/ADV fast/ADV,0.0,0.0,Energetic dynamic,fast,D:\roboticsreport\HumanML3D\data\train-00002-of-00007.parquet
train,012273,0,person runs fast in forward direction,person/NOUN run/VERB fast/ADV in/ADP forward/ADJ direction/NOUN,0.0,0.0,Energetic dynamic,fast,D:\roboticsreport\HumanML3D\data\train-00002-of-00007.parquet
train,012274,1,a person does a really quick clap,a/DET person/NOUN does/AUX a/DET really/ADV quick/ADJ clap/NOUN,0.0,0.0,Energetic dynamic,quick,D:\roboticsreport\HumanML3D\data\train-00002-of-00007.parquet
train,012281,2,a person moves both arm in an upward direction fast.,a/DET person/NOUN move/VERB both/DET arm/NOUN in/ADP an/DET upward/ADJ direction/NOUN fast/ADV,0.0,0.0,Energetic dynamic,fast,D:\roboticsreport\HumanML3D\data\train-00002-of-00007.parquet
train,012285,1,"a man makes a single jump forwards from a standing start, with his arms dangling loosely by his side.",a/DET man/NOUN make/VERB a/DET single/ADJ jump/NOUN forwards/ADV from/ADP a/DET standing/ADJ start/NOUN with/ADP his/DET arm/NOUN dangle/VERB loosely/ADV by/ADP his/DET side/NOUN,0.0,0.0,Energetic dynamic,jump,D:\roboticsreport\HumanML3D\data\train-00002-of-00007.parquet
train,012289,0,a person is jogging forward at a quick pace.,a/DET person/NOUN is/AUX jog/VERB forward/ADV at/ADP a/DET quick/ADJ pace/NOUN,0.0,0.0,Energetic dynamic,quick,D:\roboticsreport\HumanML3D\data\train-00002-of-00007.parquet
train,012325,0,a person who is standing with his hands by his sides takes six deliberate steps forward and stops.,a/DET person/NOUN who/PRON is/AUX stand/VERB with/ADP his/DET hand/NOUN by/ADP his/DET side/NOUN take/VERB six/NUM deliberate/ADJ step/NOUN forward/ADV and/CCONJ stop/VERB,0.0,0.0,Controlled motion,deliberate,D:\roboticsreport\HumanML3D\data\train-00002-of-00007.parquet
train,012334,2,person is doing some sort of dance,person/NOUN is/AUX do/VERB some/DET sort/NOUN of/ADP dance/NOUN,0.0,0.0,Dance expressive,dance,D:\roboticsreport\HumanML3D\data\train-00002-of-00007.parquet
train,012335,2,a person walks down something fast.,a/DET person/NOUN walk/VERB down/ADV something/PRON fast/ADV,0.0,0.0,Energetic dynamic,fast,D:\roboticsreport\HumanML3D\data\train-00002-of-00007.parquet
train,012344,2,a person takes a quick jab step to his left with his left foot and then he sprints at a right diagonal.,a/DET person/NOUN take/VERB a/DET quick/ADJ jab/ADJ step/NOUN to/ADP his/DET left/NOUN with/ADP his/DET left/ADJ foot/NOUN and/CCONJ then/ADV he/PRON sprint/VERB at/ADP a/DET right/ADJ diagonal/NOUN,0.0,0.0,Energetic dynamic,quick,D:\roboticsreport\HumanML3D\data\train-00002-of-00007.parquet
train,012359,2,a person is dancing with their arms in circular smooth motions.,a/DET person/NOUN is/AUX dance/VERB with/ADP their/DET arm/NOUN in/ADP circular/ADJ smooth/ADJ motion/NOUN,0.0,0.0,Graceful smooth|Dance expressive,dancing;smooth,D:\roboticsreport\HumanML3D\data\train-00002-of-00007.parquet
train,012363,2,"a person takes very slow steps forward, both of their arms holding onto something at either side for support.",a/DET person/NOUN take/VERB very/ADV slow/ADJ step/NOUN forward/ADV both/DET of/ADP their/DET arm/NOUN hold/VERB onto/ADP something/PRON at/ADP either/DET side/NOUN for/ADP support/NOUN,0.0,0.0,Controlled motion,slow,D:\roboticsreport\HumanML3D\data\train-00002-of-00007.parquet
train,012372,1,a man walks forward at a slow pace then walks backwards.,a/DET man/NOUN walk/VERB forward/ADV at/ADP a/DET slow/ADJ pace/NOUN then/ADV walk/VERB backwards/ADV,0.0,0.0,Controlled motion,slow,D:\roboticsreport\HumanML3D\data\train-00002-of-00007.parquet
train,012391,2,"a person stands on the ground, makes three quick punches times with their right arm, one time with their left arm, then makes a big punch swinging with their right arm.",a/DET person/NOUN stand/VERB on/ADP the/DET ground/NOUN make/VERB three/NUM quick/ADJ punch/NOUN time/NOUN with/ADP their/DET right/ADJ arm/NOUN one/NUM time/NOUN with/ADP their/DET left/ADJ arm/NOUN then/ADV make/VERB a/DET big/ADJ punch/NOUN swinge/VERB with/ADP their/DET right/ADJ arm/NOUN,0.0,0.0,Energetic dynamic,quick,D:\roboticsreport\HumanML3D\data\train-00002-of-00007.parquet
train,012417,1,a person drunkenly walks to their front right and then does a spin.,a/DET person/NOUN drunkenly/ADV walk/VERB to/ADP their/DET front/ADJ right/ADV and/CCONJ then/ADV does/AUX a/DET spin/NOUN,0.0,0.0,Dance expressive,spin,D:\roboticsreport\HumanML3D\data\train-00002-of-00007.parquet
train,012418,0,"a person takes a few slow steps forward, starting with the right leg, and ends in a standing position.",a/DET person/NOUN take/VERB a/DET few/ADJ slow/ADJ step/NOUN forward/ADV start/VERB with/ADP the/DET right/ADJ leg/NOUN and/CCONJ end/VERB in/ADP a/DET standing/ADJ position/NOUN,0.0,0.0,Controlled motion,slow,D:\roboticsreport\HumanML3D\data\train-00002-of-00007.parquet
train,012427,0,a man takes slow dramatic steps down a ramp.,a/DET man/NOUN take/VERB slow/ADJ dramatic/ADJ step/NOUN down/ADP a/DET ramp/NOUN,0.0,0.0,Controlled motion,slow,D:\roboticsreport\HumanML3D\data\train-00002-of-00007.parquet
train,012440,2,a person is performing the waltz dance with a partner.,a/DET person/NOUN is/AUX perform/VERB the/DET waltz/NOUN dance/NOUN with/ADP a/DET partner/NOUN,0.0,0.0,Dance expressive,dance,D:\roboticsreport\HumanML3D\data\train-00002-of-00007.parquet
train,012451,1,a person who has his arms down my his sides takes one quick step to his right.,a/DET person/NOUN who/PRON has/AUX his/DET arm/NOUN down/ADV my/DET his/DET side/NOUN take/VERB one/NUM quick/ADJ step/NOUN to/ADP his/DET right/NOUN,0.0,0.0,Energetic dynamic,quick,D:\roboticsreport\HumanML3D\data\train-00002-of-00007.parquet
train,012457,1,man hop backwards two times then jump left one time and then take four hop to the right then take three hops to the left.,man/PROPN hop/PROPN backwards/ADV two/NUM time/NOUN then/ADV jump/VERB left/VERB one/NUM time/NOUN and/CCONJ then/ADV take/VERB four/NUM hop/NOUN to/ADP the/DET right/NOUN then/ADV take/VERB three/NUM hop/NOUN to/ADP the/DET left/NOUN,0.0,0.0,Energetic dynamic,jump,D:\roboticsreport\HumanML3D\data\train-00002-of-00007.parquet
train,012458,1,"person lifts an object then atremots to secure and steady it, then sets it down on opposite side.",person/NOUN lift/VERB an/DET object/NOUN then/ADV atremot/VERB to/PART secure/VERB and/CCONJ steady/ADJ it/PRON then/ADV set/VERB it/PRON down/ADP on/ADP opposite/ADJ side/NOUN,0.0,0.0,Controlled motion,steady,D:\roboticsreport\HumanML3D\data\train-00002-of-00007.parquet
train,012489,0,a person repetitively jumps over and over while turning in a slow circle.,a/DET person/NOUN repetitively/ADV jump/VERB over/ADV and/CCONJ over/ADV while/SCONJ turn/VERB in/ADP a/DET slow/ADJ circle/NOUN,0.0,0.0,Controlled motion,slow,D:\roboticsreport\HumanML3D\data\train-00002-of-00007.parquet
train,012500,2,a person is seen dancing and jumping using arms and legs,a/DET person/NOUN is/AUX see/VERB dance/VERB and/CCONJ jump/VERB use/VERB arm/NOUN and/CCONJ leg/NOUN,0.0,0.0,Dance expressive,dancing,D:\roboticsreport\HumanML3D\data\train-00002-of-00007.parquet
train,012511,1,"the person is dancing which seems to be salsa with another person, moving around every so slightly but not too far from the same spot",the/DET person/NOUN is/AUX dance/VERB which/DET seem/VERB to/PART be/AUX salsa/ADJ with/ADP another/DET person/NOUN move/VERB around/ADV every/ADV so/ADV slightly/ADV but/CCONJ not/PART too/ADV far/ADV from/ADP the/DET same/ADJ spot/NOUN,0.0,0.0,Dance expressive,dancing,D:\roboticsreport\HumanML3D\data\train-00002-of-00007.parquet
train,012519,0,man stands still straight up and down then bends at the knees and takes one big jump forward.,man/PROPN stand/VERB still/ADV straight/ADV up/ADV and/CCONJ down/ADV then/ADV bend/VERB at/ADP the/DET knee/NOUN and/CCONJ take/VERB one/NUM big/ADJ jump/NOUN forward/ADV,0.0,0.0,Energetic dynamic,jump,D:\roboticsreport\HumanML3D\data\train-00002-of-00007.parquet
train,012522,0,the person is doing the lambada dance.,the/DET person/NOUN is/AUX do/VERB the/DET lambada/PROPN dance/NOUN,0.0,0.0,Dance expressive,dance,D:\roboticsreport\HumanML3D\data\train-00002-of-00007.parquet
train,012522,2,this person appears to be dancing.,this/DET person/NOUN appear/VERB to/PART be/AUX dance/VERB,0.0,0.0,Dance expressive,dancing,D:\roboticsreport\HumanML3D\data\train-00002-of-00007.parquet
train,012524,2,a man who is standing in a fighting stance leans right and throws a slow punch with his left hand.,a/DET man/NOUN who/PRON is/AUX stand/VERB in/ADP a/DET fight/VERB stance/NOUN lean/VERB right/ADV and/CCONJ throw/VERB a/DET slow/ADJ punch/NOUN with/ADP his/DET left/ADJ hand/NOUN,0.0,0.0,Controlled motion,slow,D:\roboticsreport\HumanML3D\data\train-00002-of-00007.parquet
train,012526,0,a person jumps and raises their hands midway and then begins to jump again.,a/DET person/NOUN jump/VERB and/CCONJ raise/VERB their/DET hand/NOUN midway/ADV and/CCONJ then/ADV begin/VERB to/PART jump/VERB again/ADV,0.0,0.0,Energetic dynamic,jump,D:\roboticsreport\HumanML3D\data\train-00002-of-00007.parquet
train,012526,2,the man is doing a jump matrix,the/DET man/NOUN is/AUX do/VERB a/DET jump/NOUN matrix/NOUN,0.0,0.0,Energetic dynamic,jump,D:\roboticsreport\HumanML3D\data\train-00002-of-00007.parquet
train,012534,2,the man is jumping jump,the/DET man/NOUN is/AUX jump/VERB jump/NOUN,0.0,0.0,Energetic dynamic,jump,D:\roboticsreport\HumanML3D\data\train-00003-of-00007.parquet
train,012537,0,a person walks straight forward at a slow pace.,a/DET person/NOUN walk/VERB straight/ADV forward/ADV at/ADP a/DET slow/ADJ pace/NOUN,0.0,0.0,Controlled motion,slow,D:\roboticsreport\HumanML3D\data\train-00003-of-00007.parquet
train,012545,1,a person walks in a slow arc.,a/DET person/NOUN walk/VERB in/ADP a/DET slow/ADJ arc/NOUN,0.0,0.0,Controlled motion,slow,D:\roboticsreport\HumanML3D\data\train-00003-of-00007.parquet
